year,electorate,party,candidate,all,ordinary,special
2011,Mangere,National Party,"HAUITI, Claudette",3018,2731,287
2011,Manukau East,ACT,"MACFARLANE, Jonathan",248,223,25
2011,Manukau East,Communist League,"COGGAN, Felicity Jane",63,51,12
2011,Manukau East,Conservative,"NAEA, Frank John",425,384,41
2011,Manukau East,Labour Party,"ROBERTSON, Harold Valentine Ross",19399,17078,2321
2011,Manukau East,Mana,"MINTO, John Bernard",461,398,63
2011,Manukau East,NZ First,"LOLE-TAYLOR, Asenati",999,883,116
2011,Manukau East,National Party,"BAKSHI, Kanwaljit Singh",3561,3241,320
2011,Manurewa,ACT,"PETERSON, David Christopher Malcolm",189,163,26
2011,Manurewa,Conservative,"ADDIS, Richard",636,582,54
2011,Manurewa,Labour Party,"WALL, Louisa Hareruia",14961,13040,1921
2011,Manurewa,Mana,"COOPER, Richard Shortland",387,319,68
2011,Manurewa,NZ First,"HALL, John Harold",1122,1033,89
2011,Manurewa,National Party,"CALDER, Campbell Gordon",6351,5751,600
2011,Maungakiekie,Conservative,"HADEN, Grace",443,381,62
2011,Maungakiekie,Green Party,"LAND, Thomas William",1827,1461,366
2011,Maungakiekie,Labour Party,"BEAUMONT, Carol Ann",13168,11581,1587
2011,Maungakiekie,Mana,"TUMAI, Barry Edward",145,122,23
2011,Maungakiekie,NZ First,"HE, Xiao Peng",687,605,82
2011,Maungakiekie,National Party,"LOTU-IIGA, Peseta Samuelu Masunu",16189,14295,1894
2011,Mt Albert,ACT,"BOYLE, Stephen James",425,366,59
2011,Mt Albert,Conservative,"POCHING, Frank Su'e",786,715,71
2011,Mt Albert,Green Party,"CLENDON, David James",3000,2360,640
2011,Mt Albert,Labour Party,"SHEARER, David James",18716,16446,2270
2011,Mt Albert,National Party,"LEE, Melissa Ji-Yun",8695,7515,1180
2011,Mt Roskill,ACT,"NAND, Pratima Devi",240,223,17
2011,Mt Roskill,Aotearoa Legalise Cannabis Party,"HEWLETT, Jasmin Elizabeth Beverley",167,136,31
2011,Mt Roskill,Communist League,"BROWN, Patrick James",32,31,1
2011,Mt Roskill,Conservative,"KEY, Feleti",550,505,45
2011,Mt Roskill,Green Party,"GENTER, Julie Anne",1258,1051,207
2011,Mt Roskill,Labour Party,"GOFF, Philip Bruce",17906,16017,1889
2011,Mt Roskill,NZ First,"BINDRA, Mahesh Jaichand",468,419,49
2011,Mt Roskill,National Party,"BLUE, Jacqueline Diane",10635,9626,1009
2011,Mt Roskill,United Future,"MOCKRIDGE, Bryan",77,59,18
2011,Napier,ACT,"ORMOND, John Davies",159,147,12
2011,Napier,Alliance,"O'NEILL, Mary Jelena",48,42,6
2011,Napier,Conservative,"BROWN, Roy Kerry",668,634,34
2011,Napier,Green Party,"BAILEY, Paul Edward",1334,1164,170
2011,Napier,Labour Party,"NASH, Stuart Alexander",13636,12778,858
2011,Napier,Mana,"PAUL, Roderick Whare",86,77,9
2011,Napier,National Party,"TREMAIN, Christopher James",17337,16148,1189
2011,Nelson,ACT,"HUFFLETT, Paul Charles",171,155,16
2011,Nelson,Conservative,"VITALI, Oliver Ludovic",601,572,29
2011,Nelson,Green Party,"BARLOW, Aaryn",3276,2859,417
2011,Nelson,Labour Party,"STREET, Maryan",11272,10445,827
2011,Nelson,NZ First,"GARDENER, Kevin James",669,616,53
2011,Nelson,National Party,"SMITH, Nicolas Rex",18360,17088,1272
2011,Nelson,United Future,"STEVENS, Douglas Roy",204,190,14
2011,New Lynn,ACT,"STEINIJANS, Barbara Delia",265,234,31
2011,New Lynn,Aotearoa Legalise Cannabis Party,"DAVIDSON-NORRIS, Sean Benjamin",343,273,70
2011,New Lynn,Conservative,"BAILEY, Ivan",820,754,66
2011,New Lynn,Green Party,"TOMS, Saffron",2364,2010,354
2011,New Lynn,Labour Party,"CUNLIFFE, David Richard",16999,15187,1812
2011,New Lynn,National Party,"GROSER, Timothy John",11809,10737,1072
2011,New Plymouth,Aotearoa Legalise Cannabis Party,"DOMBROSKI, Jamie Jeff",439,390,49
2011,New Plymouth,Green Party,"STEEDMAN, Geoffrey",1277,1124,153
2011,New Plymouth,Independent,"KANE, Rusty",361,330,31
2011,New Plymouth,Labour Party,"LITTLE, Andrew James",13374,12420,954
2011,New Plymouth,National Party,"YOUNG, Jonathan Edgar Joseph",17644,16569,1075
2011,North Shore,ACT,"BRASH, Donald Thomas",1293,1126,167
2011,North Shore,Conservative,"JENSEN, Craig Hans",904,838,66
2011,North Shore,Green Party,"WATSON, Pieter Rowley Burges",2802,2411,391
2011,North Shore,Labour Party,"CLARK, Benjamin Charles",7481,6737,744
2011,North Shore,Libertarianz,"MURPHY, Michael Myles",108,96,12
2011,North Shore,NZ First,"WILLIAMS, Andrew Bruce Forbes",900,826,74
2011,North Shore,National Party,"BARRY, Margaret Mary",22709,20492,2217
2011,North Shore,United Future,"LIGHT, Damian Francis",173,154,19
2011,Northcote,ACT,"KRONFELD, Timothy Paul",185,168,17
2011,Northcote,Aotearoa Legalise Cannabis Party,"BIGGS, Leo Francis",289,245,44
2011,Northcote,Conservative,"WEBSTER, Matthew James",593,556,37
2011,Northcote,Green Party,"TAVA, Vernon Ivan",1890,1639,251
2011,Northcote,Labour Party,"GILLON, Wendy Paula Kirsty",9529,8539,990
2011,Northcote,Libertarianz,"LINTON, Peter",105,98,7
2011,Northcote,NZ First,"JELLEY, Dion Clifford",732,678,54
2011,Northcote,National Party,"COLEMAN, Jonathan David",18908,17108,1800
2011,Northcote,United Future,"DROMGOOL, Steven John",113,103,10
2011,Northland,ACT,"BRILL, Barry Edward",261,238,23
2011,Northland,Conservative,"TAYLOR, Melanie Jane",1606,1505,101
2011,Northland,Green Party,"EVANS, Pauline",3822,3382,440
2011,Northland,Labour Party,"STEWART, Lynette Merle",6826,6286,540
2011,Northland,Mana,"HEREWINI, Ngawai",611,548,63
2011,Northland,Maori Party,"PEITA, Josephine Bernadette",290,254,36
2011,Northland,National Party,"SABIN, Michael Lewis",18188,16955,1233
2011,Ohariu,Conservative,"WOODNUTT, Stephen Mark",378,343,35
2011,Ohariu,Green Party,"HUGHES, Gareth Thomas Llewellyn",2160,1774,386
2011,Ohariu,Labour Party,"CHAUVEL, Charles Pierre",12965,11580,1385
2011,Ohariu,Libertarianz,"FITZPATRICK, Sean Daniel Thomas",109,96,13
2011,Ohariu,NZ First,"BARR, Hugh",339,299,40
2011,Ohariu,National Party,"SHANKS, Katrina May",6907,6012,895
2011,Ohariu,United Future,"DUNNE, Peter Francis",14357,13213,1144
2011,Otaki,ACT,"McCAFFREY, Peter Edward",115,101,14
2011,Otaki,Aotearoa Legalise Cannabis Party,"MACDONALD, Frederick John",253,221,32
2011,Otaki,Conservative,"RYERSSON, John Stephen",644,606,38
2011,Otaki,Green Party,"GILCHRIST, Michael Alexander",1750,1538,212
2011,Otaki,Independent,"TAUEKI, Philip Dean",73,67,6
2011,Otaki,Labour Party,"FOSTER, Peter Allen Cranleigh",13920,12960,960
2011,Otaki,NZ First,"SCOTT, David",1122,1054,68
2011,Otaki,National Party,"GUY, Allen Nathan",19151,17944,1207
2011,Otaki,United Future,"BROWN, Diane",110,101,9
2011,Pakuranga,ACT,"SIMMONS, Christopher William",816,748,68
2011,Pakuranga,Conservative,"GEDGE, Lance",1634,1534,100
2011,Pakuranga,Labour Party,"KAUSHAL, Sushil Kumar (Sunny)",6848,6213,635
2011,Pakuranga,NZ First,"MULFORD-TYLER, Helen Jane",1430,1344,86
2011,Pakuranga,National Party,"WILLIAMSON, Maurice Donald",20694,19056,1638
2011,Palmerston North,ACT,"STRATTON, Daniel Kenneth",167,136,31
2011,Palmerston North,Conservative,"MARQUET, Andrew Michael",675,628,47
2011,Palmerston North,Green Party,"TUCKER, Corrina Adele",1485,1235,250
2011,Palmerston North,Labour Party,"LEES-GALLOWAY, Iain Francis",16525,15118,1407
2011,Palmerston North,National Party,"HAPETA, Leonie Ruth",13240,12095,1145
2011,Palmerston North,United Future,"EUSOFF, Mohamed Sultan",109,97,12
2011,Papakura,ACT,"THOMPSON, John Stanley",212,195,17
2011,Papakura,Conservative,"DAW, Arthur Robert",619,584,35
2011,Papakura,Green Party,"CONROY, Caroline Anne",1519,1328,191
2011,Papakura,Labour Party,"MIKA, Jerome",8206,7244,962
2011,Papakura,NZ First,"CATCHPOLE, Brent Stanley",1718,1595,123
2011,Papakura,National Party,"COLLINS, Judith Anne",18096,16580,1516
2011,Port Hills,ACT,"RUSSELL, Geoffrey Neil",179,154,25
2011,Port Hills,Green Party,"BURSTON, Joseph Daniel",3252,2728,524
2011,Port Hills,Labour Party,"DYSON, Ruth Suzanne",15737,14062,1675
2011,Port Hills,NZ First,"O'ROURKE, Denis John",697,638,59
2011,Port Hills,National Party,"CARTER, David Cunningham",12640,11133,1507
2011,Rangitata,ACT,"CORBETT, Thomas Frederick",303,280,23
2011,Rangitata,Green Party,"LIGTENBERG, Gerdina Henrica Adriana Maria",1766,1602,164
2011,Rangitata,Labour Party,"BLANCHARD, Julian Malcolm",13043,12390,653
2011,Rangitata,National Party,"GOODHEW, Joanne Gay",19580,18418,1162
2011,Rangitata,United Future,"McMILLAN, Andrew James",418,397,21
2011,Rangitikei,ACT,"FITZGERALD, Hayden Brent Richard",302,267,35
2011,Rangitikei,Conservative,"ROBERTSON, Ian Michael",1159,1093,66
2011,Rangitikei,Green Party,"BRANNIGAN, Maree Annette",2108,1842,266
2011,Rangitikei,Independent,"SETON, Grant Roderick",91,75,16
2011,Rangitikei,Independent,"TURNER, Charles Peter",102,88,14
2011,Rangitikei,Labour Party,"PAGANI, Josephine Jefcoate",8902,8168,734
2011,Rangitikei,Mana,"CLEAVE, Peter",110,99,11
2011,Rangitikei,National Party,"McKELVIE, Ian Robert Flockhart",18284,16788,1496
2011,Rimutaka,ACT,"COURTENAY, Alwyn John",241,219,22
2011,Rimutaka,Green Party,"WOODLEY, Tane Hohepa",1990,1702,288
2011,Rimutaka,Labour Party,"HIPKINS, Christopher John",17171,15901,1270
2011,Rimutaka,National Party,"FLETCHER, Jonathan Murray",13885,12830,1055
2011,Rodney,ACT,"HOULBROOKE, Beth Patricia",204,178,26
2011,Rodney,Conservative,"CRAIG, Colin",8031,7564,467
2011,Rodney,Green Party,"MOORE, Teresa Janet",2694,2355,339
2011,Rodney,Labour Party,"ROSE, Christine Anne",5170,4688,482
