year,electorate,party,candidate,all,ordinary,special
2005,Ilam,Green Party,"GRIFFITHS, Lois Beverly",2034,1720,314
2005,Ilam,Independent,"ANDERSON, Blair John",165,140,25
2005,Ilam,Jim Anderton's Progressive,"ZHANG, Zemin",686,597,89
2005,Ilam,Labour Party,"BLANCHARD, Julian Malcolm",11189,9852,1337
2005,Ilam,National Party,"BROWNLEE, Gerard Anthony",19010,16937,2073
2005,Ilam,United Future NZ,"ALEXANDER, Marc Antonius",1716,1588,128
2005,Invercargill,ACT,"BEKER, Ian Alexander",358,332,26
2005,Invercargill,Democrats for Social Credit,"STIRLING, Bruce Amelius",187,176,11
2005,Invercargill,Direct Democracy Party,"GUY, Craig Douglas",65,59,6
2005,Invercargill,Green Party,"CARSON, Craig William",906,789,117
2005,Invercargill,Jim Anderton's Progressive,"HEKER, Heka",231,223,8
2005,Invercargill,Labour Party,"HARPUR, Thomas Wayne",13518,12644,874
2005,Invercargill,Maori Party,"HAREMATE-CRAWFORD, Georgina Kopare Huia",163,145,18
2005,Invercargill,National Party,"ROY, Eric Wilbur",15570,14567,1003
2005,Invercargill,United Future NZ,"KENNARD, Ralph James",453,421,32
2005,Kaikoura,ACT,"O'SULLIVAN, Patrick James",275,247,28
2005,Kaikoura,Alliance,"KLEIS, Gregory Lynn",64,57,7
2005,Kaikoura,Green Party,"BROWNING, Steffan John",1927,1654,273
2005,Kaikoura,Independent,"HOWARD, Thomas Edward (Ted)",170,155,15
2005,Kaikoura,Jim Anderton's Progressive,"MAURICE, John",430,396,34
2005,Kaikoura,Labour Party,"BURNS, Brendon",13080,12035,1045
2005,Kaikoura,Maori Party,"COWAN, Brett",174,151,23
2005,Kaikoura,National Party,"KING, Colin McDonald",17755,16146,1609
2005,Kaikoura,United Future NZ,"WESTLEY, Robin Keith",481,435,46
2005,Mana,ACT,"COLLINS, Michael Allan",395,362,33
2005,Mana,Alliance,"BUCHANAN, Kelly Juliet",100,87,13
2005,Mana,Anti-Capitalist Alliance,"FREEMANTLE, Jasmine Aletia",79,69,10
2005,Mana,Destiny NZ,"LEIASAMAIVAO, Talamasene Satia",518,451,67
2005,Mana,Direct Democracy Party,"ANDERSON, Jason Roy",56,52,4
2005,Mana,Green Party,"HARVEY, Nicola Claire",1654,1412,242
2005,Mana,Jim Anderton's Progressive,"LELEISIUAO, Fale",291,271,20
2005,Mana,Labour Party,"LABAN, Winifred Alexandra",16763,15085,1678
2005,Mana,Maori Party,"HOSKING, Robert Sonny",403,372,31
2005,Mana,National Party,"FINLAYSON, Christopher Francis",10029,9197,832
2005,Mana,United Future NZ,"GUNSTON, Robin Paul",1207,1118,89
2005,Mangere,Alliance,"RICHARDS, Leonard George",204,188,16
2005,Mangere,Anti-Capitalist Alliance,"MULLER, Mark",56,48,8
2005,Mangere,Destiny NZ,"SAAFI, Etuate Lui",892,757,135
2005,Mangere,Direct Democracy Party,"TEIO, Paul",56,51,5
2005,Mangere,Green Party,"STRICKSON-PUA, Muamua Sofi",767,661,106
2005,Mangere,Jim Anderton's Progressive,"PO'E, Talatala",341,307,34
2005,Mangere,Labour Party,"FIELD, Taito Phillip",19633,16999,2634
2005,Mangere,Maori Party,"MATTHEWS, Solomon Kristian Kulukitau",522,440,82
2005,Mangere,NZ Family Rights Protection Party,"WILLIAMS, Tafe Vaisigano Susi",305,258,47
2005,Mangere,NZ First,"GREENING, Toa",831,740,91
2005,Mangere,National Party,"SIMICH, Clem Rudolph",3613,3229,384
2005,Mangere,United Future NZ,"WILSON, Neville Jerome",573,504,69
2005,Manukau East,ACT,"STEVENS, Hamish William",725,649,76
2005,Manukau East,Alliance,"OVENS, Jill Annette",64,58,6
2005,Manukau East,Destiny NZ,"LEWIS, Richard Charles",1111,992,119
2005,Manukau East,Direct Democracy Party,"PERESE, Seira",42,39,3
2005,Manukau East,Green Party,"BENTLEY, Irene Mary",648,517,131
2005,Manukau East,Independent,"SUBRAMANIAN, Natarajan",76,69,7
2005,Manukau East,Jim Anderton's Progressive,"BARNARD, Trevor Lance",407,349,58
2005,Manukau East,Labour Party,"ROBERTSON, Harold Valentine Ross",18804,16852,1952
2005,Manukau East,Maori Party,"TAHERE, Teremoananuiakiwa Strickland",303,241,62
2005,Manukau East,NZ Family Rights Protection Party,"PO-WIHONGI, Tapu Anne",225,199,26
2005,Manukau East,National Party,"YEE, Kenneth Ming",8914,8023,891
2005,Manukau East,United Future NZ,"PARKASH, Ram",336,300,36
2005,Manurewa,ACT,"SNELGAR, Glen",582,517,65
2005,Manurewa,Alliance,"PROTHEROE, Alexander Paul Broughton",110,104,6
2005,Manurewa,Destiny NZ,"KOMENE, Patrick Derek",692,603,89
2005,Manurewa,Direct Democracy Party,"ALP, Kelvyn Glen",85,74,11
2005,Manurewa,Jim Anderton's Progressive,"SINGH, Raghbir",609,532,77
2005,Manurewa,Labour Party,"HAWKINS, George Warren",17799,15716,2083
2005,Manurewa,Maori Party,"McLEAN, Rangi",819,715,104
2005,Manurewa,NZ Family Rights Protection Party,"FEPULEA'I, Amelia Malia",238,199,39
2005,Manurewa,NZ First,"PALMER, Lindy Michelle",1868,1692,176
2005,Manurewa,National Party,"AIONO, Fepulea'i Ulua'ipou-O-Malo",6092,5587,505
2005,Manurewa,United Future NZ,"HINTON, Gordon John",940,865,75
2005,Maungakiekie,ACT,"LORENZ, Michelle Iris",624,535,89
2005,Maungakiekie,Communist League,"BROWN, Patrick James",54,42,12
2005,Maungakiekie,Destiny NZ,"SO'E, Ned Pitone",355,304,51
2005,Maungakiekie,Direct Democracy Party,"ANDERSON, Alastair Gordon",47,37,10
2005,Maungakiekie,Green Party,"QUALTROUGH, Paul Thomas",901,717,184
2005,Maungakiekie,Jim Anderton's Progressive,"FONUA, Sione Tuitavake",564,483,81
2005,Maungakiekie,Labour Party,"GOSCHE, Mark James",15821,13647,2174
2005,Maungakiekie,Maori Party,"PURU, William (Bill) Waru",263,197,66
2005,Maungakiekie,NZ Family Rights Protection Party,"REID, Christine Anne",70,54,16
2005,Maungakiekie,NZ First,"WILLIAMS, Joseph",956,836,120
2005,Maungakiekie,NZ Republicans Party,"BERG, Bevan Charles",14,10,4
2005,Maungakiekie,National Party,"GOLDSMITH, Paul Jonathan",9371,8158,1213
2005,Maungakiekie,United Future NZ,"OGILVY, Bernard James",619,547,72
2005,Mt Albert,ACT,"SEYMOUR, David Breen",746,631,115
2005,Mt Albert,Anti-Capitalist Alliance,"WHITMORE, Daphna Kaye",79,65,14
2005,Mt Albert,Destiny NZ,"WILLIAMSON, Frances Anne",337,302,35
2005,Mt Albert,Direct Democracy Party,"PONGA, Howard Wayne",30,28,2
2005,Mt Albert,Green Party,"CARAPIET, Jonathan Michael",1485,1181,304
2005,Mt Albert,Human Rights,"RAVLICH, Anthony George",47,35,12
2005,Mt Albert,Independent,"BAGNALL, James Archibald Ralph",83,68,15
2005,Mt Albert,Independent,"TAYLOR, Erik John",29,26,3
2005,Mt Albert,Jim Anderton's Progressive,"WILSON, Jennifer Reta",233,204,29
2005,Mt Albert,Labour Party,"CLARK, Helen Elizabeth",20918,17878,3040
2005,Mt Albert,NZ First,"BATCHELOR, Julian",746,636,110
2005,Mt Albert,National Party,"MUSUKU, Ravi Kumar",6169,5404,765
2005,Mt Albert,United Future NZ,"GORDON, Anthony James",529,433,96
2005,Mt Roskill,ACT,"WANG, Kenneth Xiaoxuan",1882,1717,165
2005,Mt Roskill,Destiny NZ,"ANE, Brian Kosena",338,291,47
2005,Mt Roskill,Direct Democracy Party,"SCOTT, Barry Raymond",98,89,9
2005,Mt Roskill,Jim Anderton's Progressive,"AMIRAPU, Sukerna",257,218,39
2005,Mt Roskill,Labour Party,"GOFF, Philip Bruce",19476,16977,2499
2005,Mt Roskill,National Party,"BLUE, Jacqueline Diane",9581,8454,1127
2005,Mt Roskill,United Future NZ,"BARTER, Richard Alan",860,751,109
2005,Napier,Destiny NZ,"SINNOTT, Stephen Wayne",193,172,21
2005,Napier,Green Party,"CREIGHTON, Terence John",1391,1203,188
2005,Napier,Labour Party,"FAIRBROTHER, Elwin Russell",14364,13037,1327
2005,Napier,NZ First,"MIST, James Mason",855,771,84
2005,Napier,National Party,"TREMAIN, Christopher James",17955,16606,1349
2005,Napier,United Future NZ,"TURNER, Graham Robert",473,429,44
2005,Nelson,ACT,"HEINE, Michael Robert",144,124,20
2005,Nelson,Christian Heritage NZ,"BARBER, Nicholas Everard Ashby",209,187,22
2005,Nelson,Destiny NZ,"THOMSON, Jason Lee",383,361,22
2005,Nelson,Direct Democracy Party,"NEWEY, Rex Douglas",67,63,4
2005,Nelson,Green Party,"WARD, Michael Grahame",4269,3668,601
2005,Nelson,Jim Anderton's Progressive,"McALPINE, Jacqueline Mary",252,220,32
2005,Nelson,Labour Party,"McCUTCHEON, Jennifer",10073,9104,969
2005,Nelson,Maori Party,"FITZSIMON, Anne",165,144,21
2005,Nelson,National Party,"SMITH, Nick",20299,18523,1776
2005,Nelson,United Future NZ,"WELLS, Dennis Andrew",568,519,49
2005,New Lynn,ACT,"STEINIJANS, Barbara Delia",701,633,68
2005,New Lynn,Destiny NZ,"PENNEY, Karen Elizabeth",468,392,76
2005,New Lynn,Direct Democracy Party,"BURCH, Gary Robert",98,86,12
2005,New Lynn,Green Party,"GREEN, Richard Arthur",1644,1396,248
2005,New Lynn,Jim Anderton's Progressive,"KAZEMI YAZDI, Seyed Mohammad",282,250,32
2005,New Lynn,Labour Party,"CUNLIFFE, David Richard",18087,15926,2161
2005,New Lynn,National Party,"HARRIS, Mita Whare",10009,8938,1071
2005,New Lynn,United Future NZ,"DRAKE, Rosemary Jessie Anne",943,860,83
2005,New Plymouth,ACT,"O'CONNOR, Kerry Victoria",301,277,24
2005,New Plymouth,Destiny NZ,"ROBERTS, Kerin Francis",555,523,32
2005,New Plymouth,Direct Democracy Party,"SMITH, Kevin John",121,113,8
2005,New Plymouth,Green Party,"BROWN, Sarah Ruth",1165,1027,138
2005,New Plymouth,Independent,"KANE, Rusty",252,242,10
2005,New Plymouth,Labour Party,"DUYNHOVEN, Harry James",17512,15878,1634
2005,New Plymouth,Libertarianz,"WEBBER, Michael St George",89,83,6
2005,New Plymouth,Maori Party,"RUAKERE, Anthony Ansley",312,270,42
2005,New Plymouth,National Party,"IRVING, Moira Ann",12073,11153,920
2005,New Plymouth,United Future NZ,"COLLIER, Matthew James",539,501,38
2005,North Shore,ACT,"KEARNEY, Nicholas Norman",835,730,105
2005,North Shore,Jim Anderton's Progressive,"GILLON, Wendy Paula Kirsty",544,493,51
2005,North Shore,Labour Party,"TWYFORD, Philip Stoner",12274,10877,1397
2005,North Shore,Libertarianz,"MURPHY, Michael Myles",140,133,7
2005,North Shore,Maori Party,"HARRISON, Raewyn Emma",265,224,41
2005,North Shore,National Party,"MAPP, Wayne Daniel",21975,19758,2217
2005,North Shore,United Future NZ,"TIZARD, Ross Michael",865,763,102
2005,Northcote,ACT,"DAWSON, Dianne Cathrine",435,382,53
2005,Northcote,Destiny NZ,"HESLOP, Nigel Ian",268,236,32
2005,Northcote,Jim Anderton's Progressive,"GILLON, Grant Marc",611,545,66
2005,Northcote,Labour Party,"HARTLEY, Margaret Ann",14471,12917,1554
2005,Northcote,Libertarianz,"LINTON, Peter John",55,43,12
2005,Northcote,Maori Party,"WAAKA, Frances Mary",227,194,33
2005,Northcote,NZ First,"MANNING, Paul Trevor",833,745,88
2005,Northcote,National Party,"COLEMAN, Jonathan David",16854,15358,1496
2005,Northcote,United Future NZ,"STONE, Beth Marilyn",389,347,42
2005,Northland,ACT,"McCLELLAND, Thomas John",216,193,23
2005,Northland,Destiny NZ,"ISAACHSEN, David Patrick",278,257,21
2005,Northland,Direct Democracy Party,"WHAANGA, Mel Tuati",10,9,1
2005,Northland,Green Party,"BRADFORD, Susan",2764,2448,316
2005,Northland,Labour Party,"JONES, Shane Geoffrey",7302,6672,630
2005,Northland,Libertarianz,"PISTORIUS, Julian Leonard",51,43,8
2005,Northland,Maori Party,"PERI, Malcolm Maihi",550,484,66
2005,Northland,NZ First,"PETERS, James Leonard",2547,2349,198
2005,Northland,NZ Republicans Party,"PHILLIPS, Gray Andrew",18,15,3
2005,Northland,National Party,"CARTER, John McGregor",16577,15311,1266
2005,Northland,United Future NZ,"JOHNSON, Philip Alan",315,279,36
2005,Ohariu-Belmont,ACT,"ROY, Heather Jean",744,656,88
2005,Ohariu-Belmont,Green Party,"SAPSFORD, Roland Mario",1877,1588,289
2005,Ohariu-Belmont,Jim Anderton's Progressive,"SANDYS, Elspeth Somerville",242,214,28
2005,Ohariu-Belmont,Labour Party,"CHAUVEL, Charles Pierre",9142,8017,1125
2005,Ohariu-Belmont,Libertarianz,"CROSS, Colin Linden",82,73,9
2005,Ohariu-Belmont,NZ First,"MANU, Timothy Salele'a",433,374,59
2005,Ohariu-Belmont,National Party,"SHANKS, Katrina May",7329,6499,830
2005,Ohariu-Belmont,United Future NZ,"DUNNE, Peter Francis",16844,15274,1570
2005,Otago,ACT,"ECKHOFF, Gerrard Mortland",848,768,80
2005,Otago,Democrats for Social Credit,"PROSSER, Richard Ivor",133,125,8
2005,Otago,Direct Democracy Party,"GUY, Simon David",88,81,7
2005,Otago,Green Party,"PEARCE, Jane Louise Mary",1596,1330,266
2005,Otago,Jim Anderton's Progressive,"SILCOCK, Barry John",270,234,36
2005,Otago,Labour Party,"PARKER, David William",15369,14016,1353
2005,Otago,National Party,"DEAN, Jacqueline Isobel",17364,15873,1491
2005,Otago,United Future NZ,"TELFORD, Gerald William",620,567,53
2005,Otaki,ACT,"EWING-JARVIE, Simon",163,150,13
2005,Otaki,Alliance,"JEUNE, Margaret Anne",97,88,9
2005,Otaki,Direct Democracy Party,"ATACK, Robert T",47,36,11
2005,Otaki,Green Party,"FISHER, Nicholas Guy",1022,858,164
2005,Otaki,Jim Anderton's Progressive,"FRANKLIN, Russell Charles",303,284,19
2005,Otaki,Labour Party,"HUGHES, Darren Colyn",17556,16068,1488
2005,Otaki,Maori Party,"ORZECKI, Richard Edward",353,309,44
2005,Otaki,NZ First,"PERRY, Chistopher Graeme",1043,946,97
2005,Otaki,National Party,"GUY, Allen Nathan",17174,15913,1261
2005,Otaki,United Future NZ,"BROWN, Diane Margaret",611,552,59
2005,Pakuranga,ACT,"JACOBSEN, Bronwyn Ann",1216,1114,102
2005,Pakuranga,Christian Heritage NZ,"McQUEEN, Ewen Frank",373,345,28
2005,Pakuranga,Destiny NZ,"JESZE, David Stephen",488,437,51
2005,Pakuranga,Direct Democracy Party,"MOORE, Kevin David",49,42,7
2005,Pakuranga,Independent,"BARON, Steve",1807,1712,95
2005,Pakuranga,Jim Anderton's Progressive,"LY, Ngov Dun Meng",560,511,49
2005,Pakuranga,Labour Party,"WOOD, Michael Philip",9577,8570,1007
2005,Pakuranga,NZ First,"PARAONE, Rewiti Pomare Kingi",1398,1248,150
2005,Pakuranga,National Party,"WILLIAMSON, Maurice Donald",19159,17364,1795
2005,Pakuranga,United Future NZ,"McINNES, Ian William",833,770,63
2005,Palmerston North,Green Party,"O'HALLORAN, Lawrence John",1141,979,162
2005,Palmerston North,Independent,"CHATHA, Arshad Mahmood",147,127,20
2005,Palmerston North,Jim Anderton's Progressive,"PATCHETT, Elizabeth Dawn",251,231,20
2005,Palmerston North,Labour Party,"MAHAREY, Steven",17263,15654,1609
2005,Palmerston North,NZ First,"ODERING, Graham Edward",853,758,95
2005,Palmerston North,National Party,"PLIMMER, Malcolm Ross",11763,10759,1004
2005,Palmerston North,United Future NZ,"PEDERSEN, Garry Keith",627,578,49
2005,Piako,ACT,"DAVIES, Mark Marshall",495,443,52
2005,Piako,Destiny NZ,"RANBY, Colin Geoffrey",244,213,31
2005,Piako,Green Party,"LEE, Stephen Ralph",1028,898,130
2005,Piako,Jim Anderton's Progressive,"DONALD, Ian Edward",273,248,25
2005,Piako,Labour Party,"MORONEY, Suzanne Mary",10259,9391,868
2005,Piako,Maori Party,"TE AWA, Ratapu Hori",237,207,30
2005,Piako,NZ First,"STEWART, Barbara Joy",2219,2053,166
2005,Piako,National Party,"TISCH, William Lindsay",18610,17100,1510
2005,Piako,United Future NZ,"SEDDON, Martyn Victor",509,461,48
2005,Port Waikato,ACT,"OLSEN, David Edward",544,484,60
2005,Port Waikato,Destiny NZ,"KEVEN, Douglas Rodney",306,278,28
2005,Port Waikato,Direct Democracy Party,"STRATTON, Craig Alister",82,69,13
2005,Port Waikato,Jim Anderton's Progressive,"PANIRAU, Max Shannon",279,247,32
2005,Port Waikato,Labour Party,"WALL, Louisa Hareruia",9118,8233,885
2005,Port Waikato,Maori Party,"PEITA, Josephine Bernadette",402,358,44
2005,Port Waikato,NZ First,"DAW, Arthur Robert (Bob)",1703,1519,184
2005,Port Waikato,National Party,"HUTCHISON, Charles Paul Telford",22616,20767,1849
2005,Port Waikato,The Republic of NZ Party,"HART, Steven Lawrence",77,64,13
2005,Port Waikato,United Future NZ,"PRASAD, Jayati",403,357,46
2005,Rakaia,ACT,"DAVIDSON, Brian Matthew",1209,1130,79
2005,Rakaia,Green Party,"MATHERS, Mojo Celeste",1631,1446,185
2005,Rakaia,Jim Anderton's Progressive,"MAIN, Philippa Ruth",796,726,70
2005,Rakaia,Labour Party,"MILNE, Tony Robert",10502,9676,826
2005,Rakaia,National Party,"CONNELL, Brian David",20950,19567,1383
2005,Rakaia,United Future NZ,"BARR, Andrew Graeme",1172,1096,76
2005,Rangitikei,ACT,"WAUGH, John Harold",215,197,18
2005,Rangitikei,Labour Party,"BROWN, Marilyn Leigh",9459,8707,752
2005,Rangitikei,Maori Party,"HEPI, Abraham",369,330,39
2005,Rangitikei,NZ First,"STRAWBRIDGE, Murray Russell",1335,1262,73
2005,Rangitikei,National Party,"POWER, Simon James",19119,17757,1362
2005,Rangitikei,Rangitikei First,"PEIRCE, Richard Davis",426,397,29
2005,Rangitikei,United Future NZ,"MOODIE, Robert Alexander",718,664,54
2005,Rimutaka,ACT,"KEARNEY, Nigel Bruce",380,341,39
2005,Rimutaka,Green Party,"MORRIS, Michael Charles",1243,1066,177
2005,Rimutaka,Independent,"REYNOLDS, David John",549,506,43
2005,Rimutaka,Labour Party,"SWAIN, Paul Desmond",18681,16959,1722
2005,Rimutaka,NZ First,"FOWLER, David George",1094,994,100
2005,Rimutaka,National Party,"LEDDY, Michael Anthony",10404,9498,906
2005,Rimutaka,United Future NZ,"McCLELLAND, Bernard",1777,1634,143
2005,Rodney,ACT,"BROWN, Christopher",450,418,32
2005,Rodney,Direct Democracy Party,"PUNTER, Colin Richard",36,34,2
2005,Rodney,Green Party,"EVANS, Graham Peter",1918,1619,299
2005,Rodney,Jim Anderton's Progressive,"SHARROCK, Anthony Collin",332,303,29
2005,Rodney,Labour Party,"DUNLOP, Anthony Paul",9115,8200,915
2005,Rodney,Maori Party,"DICK, Adell Manaia",166,144,22
2005,Rodney,NZ First,"McNAIR, Craig Simon",3496,3202,294
2005,Rodney,National Party,"SMITH, Alexander Lockwood",20651,18757,1894
2005,Rodney,United Future NZ,"MOUNTAIN, Peter Allan",997,916,81
2005,Rongotai,ACT,"MIDDLETON, Gavin Coles",425,372,53
2005,Rongotai,Alliance,"BROOKS, Jocelyn Ngaire",127,111,16
2005,Rongotai,Green Party,"HIGHFIELD, Lucinda Grace",2921,2397,524
2005,Rongotai,Jim Anderton's Progressive,"BELL, Ross",333,295,38
2005,Rongotai,Labour Party,"KING, Annette Faye",21376,18559,2817
2005,Rongotai,Maori Party,"LOVE, Morris Te Whiti",499,419,80
2005,Rongotai,National Party,"YOUNG, Nicola Mary Jacobina",8738,7674,1064
2005,Rongotai,United Future NZ,"COPELAND, Gordon Frank",1581,1434,147
2005,Rotorua,ACT,"PETERSON, Carl James",378,339,39
2005,Rotorua,Destiny NZ,"HERBERT, Elaine Mavis",604,563,41
2005,Rotorua,Green Party,"SAVILLE, Raewyn Frances",1131,1006,125
2005,Rotorua,Labour Party,"CHADWICK, Stephanie Anne",12420,11278,1142
2005,Rotorua,NZ First,"TABUTEAU, Fletcher Hoporona",2055,1881,174
2005,Rotorua,National Party,"STEHBENS, Gilbert Robert",11758,10782,976
2005,Rotorua,United Future NZ,"JUDD, Russell William",2119,1993,126
2005,Tainui,Destiny NZ,"SOLOMON, Hayden Te Hira",589,526,63
2005,Tainui,Independent,"POPE, Andrew Lewis",308,282,26
2005,Tainui,Labour Party,"MAHUTA, Nanaia Cybele",9469,8544,925
2005,Tainui,Maori Party,"GREENSILL, Angeline Elizabeth Ngahina",7609,6729,880
2005,Tamaki,ACT,"SHIRLEY, Kenneth Lex",1258,1107,151
2005,Tamaki,Direct Democracy Party,"BURCH, Grant Robert",45,30,15
2005,Tamaki,Jim Anderton's Progressive,"ROBSON, Matthew Peter",950,848,102
2005,Tamaki,Labour Party,"BOYLE, Leila June",11446,9913,1533
2005,Tamaki,NZ First,"WEBSTER, Brett Ronald",973,836,137
2005,Tamaki,National Party,"PEACHEY, Allan Frederick",20956,18411,2545
2005,Tamaki,United Future NZ,"GRAYDON, Gregory Victor",504,430,74
2005,Tamaki Makaurau,Destiny NZ,"HEMAHEMA-TAMATI, Sophie Tauwehe",675,610,65
2005,Tamaki Makaurau,Direct Democracy Party,"OPAI, Eugene Ashley",57,47,10
2005,Tamaki Makaurau,Independent,"REREKURA, Tekaioroto Samuel",494,442,52
2005,Tamaki Makaurau,Labour Party,"TAMIHERE, John Henry",7897,6940,957
2005,Tamaki Makaurau,Maori Party,"SHARPLES, Pita Russell",10024,8571,1453
2005,Taranaki-King Country,ACT,"STEELE, Richard",547,506,41
2005,Taranaki-King Country,Christian Heritage NZ,"JONES, Mark Anthony",195,179,16
2005,Taranaki-King Country,Destiny NZ,"HARRISON, Tony",425,393,32
2005,Taranaki-King Country,Jim Anderton's Progressive,"SMITH, Horace William",510,470,40
2005,Taranaki-King Country,Labour Party,"STREET, Maryan",7749,7017,732
2005,Taranaki-King Country,National Party,"ARDERN, Philip Shane",20867,19269,1598
2005,Taranaki-King Country,United Future NZ,"COPELAND, Anne Louise",568,515,53
2005,Taupo,ACT,"JOLLANDS, Andrew Malcolm",275,253,22
2005,Taupo,Destiny NZ,"TE KOWHAI, Charles Francis",260,221,39
2005,Taupo,Green Party,"DAVIS, John Llewellyn",751,652,99
2005,Taupo,Jim Anderton's Progressive,"REEKS, David",167,156,11
2005,Taupo,Labour Party,"BURTON, Richard Mark",13211,12078,1133
2005,Taupo,Maori Party,"MAEA, William Paremoni Skid",501,461,40
2005,Taupo,NZ First,"CAMPBELL SMITH, Kristin Judith",1337,1238,99
2005,Taupo,National Party,"KIRTON, Weston Mervyn",11926,10803,1123
2005,Taupo,The Republic of NZ Party,"POTROZ, Debra Ann",11,11,0
2005,Taupo,United Future NZ,"CHECK, Paul Ramon",598,552,46
2005,Tauranga,ACT,"DENZ, Frances",61,52,9
2005,Tauranga,Democrats for Social Credit,"RANSOM, Katherine Elizabeth",31,26,5
2005,Tauranga,Destiny NZ,"JENSEN, Neils Thomas",272,248,24
2005,Tauranga,Green Party,"PETERSON, Noel James",853,712,141
2005,Tauranga,Jim Anderton's Progressive,"LALL, Karandeep Singh",164,133,31
2005,Tauranga,Labour Party,"BARRETT, Sally Jane",4020,3501,519
2005,Tauranga,Libertarianz,"WATKINS, Russell",57,46,11
2005,Tauranga,NZ First,"PETERS, Winston Raymond",14290,12927,1363
2005,Tauranga,National Party,"CLARKSON, Robert Moncrieff",15020,13490,1530
2005,Tauranga,United Future NZ,"BALDOCK, Larry David",1323,1162,161
2005,Te Atatu,ACT,"HAYCOCK, Bruce Kim",524,466,58
2005,Te Atatu,Alliance,"van RUYSSEVELT, Robert",104,98,6
2005,Te Atatu,Christian Heritage NZ,"JENKINS, Betty Mavis",205,176,29
2005,Te Atatu,Destiny NZ,"KOTOISUVA, John Thomas",446,393,53
2005,Te Atatu,Direct Democracy Party,"TRICHON, Gregory Stephen",56,45,11
2005,Te Atatu,Equal Values Party,"HUGHES, Adele Christine",86,80,6
2005,Te Atatu,Green Party,"DEWAR, Katherine Mary",849,703,146
2005,Te Atatu,Jim Anderton's Progressive,"ROY, Pavitra Kumar",226,210,16
2005,Te Atatu,Labour Party,"CARTER, Christopher Joseph",18087,16030,2057
2005,Te Atatu,Maori Party,"MARTIN, Kelvin Andrew",250,209,41
2005,Te Atatu,NZ Family Rights Protection Party,"BROWNE-KNOWLES, Te Paeru Stella",77,58,19
2005,Te Atatu,NZ First,"DAVIS, Moetu Tipene",1016,891,125
2005,Te Atatu,National Party,"HENARE, Raymond Tau",7640,6949,691
2005,Te Atatu,United Future NZ,"van KEMPEN, Josephine Mary",897,824,73
2005,Te Tai Hauauru,Destiny NZ,"TE WANO, James Marshall",612,562,50
2005,Te Tai Hauauru,Labour Party,"MASON, Errol Turuki",5809,5320,489
2005,Te Tai Hauauru,Maori Party,"TURIA, Tariana",10922,9724,1198
2005,Te Tai Tokerau,Aotearoa Legalise Cannabis Party,"DANIELS, Judy",574,481,93
2005,Te Tai Tokerau,Destiny NZ,"MORTON, Patrick Ernest",664,599,65
2005,Te Tai Tokerau,Independent,"MANGU, Mere Maryann",1250,1123,127
2005,Te Tai Tokerau,Independent,"MAXWELL, Hana Harriett",207,181,26
2005,Te Tai Tokerau,Labour Party,"SAMUELS, Dover Spencer Peneha",6352,5718,634
2005,Te Tai Tokerau,Maori Party,"HARAWIRA, Hone Pani Tamati Waka Nene",9965,8773,1192
2005,Te Tai Tonga,Destiny NZ,"SAMUEL, Maru David",559,514,45
2005,Te Tai Tonga,Green Party,"STANTON TURIE, Metiria Leanne Agnes",2296,2053,243
2005,Te Tai Tonga,Jim Anderton's Progressive,"CALDWELL, Russell Stanton",705,657,48
2005,Te Tai Tonga,Labour Party,"OKEROA, Mahara",9015,8289,726
2005,Te Tai Tonga,Maori Party,"OHIA, Rereamoamo Monte",6512,5763,749
2005,Tukituki,ACT,"ORMOND, John Davies",456,394,62
2005,Tukituki,Direct Democracy Party,"BURCH, Scott Frank",49,43,6
2005,Tukituki,Green Party,"EARTH, Ruth Elizabeth",1171,1009,162
2005,Tukituki,Labour Party,"BARKER, Richard John",14837,13459,1378
2005,Tukituki,Maori Party,"TOMOANA, Ngahiwi",541,476,65
2005,Tukituki,National Party,"FOSS, Craig Raymond Robert",17239,15837,1402
2005,Tukituki,United Future NZ,"SMITH, Jocelyn Penelope",670,623,47
2005,Waiariki,Destiny NZ,"VERCOE, Hawea Ralph Drummond",1126,1023,103
2005,Waiariki,Labour Party,"RIRINUI, Michael Mita",7521,6830,691
2005,Waiariki,Maori Party,"FLAVELL, Te Ururoa",10392,9357,1035
2005,Waimakariri,ACT,"HOLDAWAY, Rebekah Faith",196,174,22
2005,Waimakariri,Aotearoa Legalise Cannabis Party,"BRITNELL, Michael Allan",289,237,52
2005,Waimakariri,Direct Democracy Party,"ORME, Jason Alexander",23,22,1
2005,Waimakariri,Green Party,"LIEFTING, Alan",832,699,133
2005,Waimakariri,Jim Anderton's Progressive,"WRIGHT, John Alexander",458,417,41
2005,Waimakariri,Labour Party,"COSGROVE, Clayton James",19084,17649,1435
2005,Waimakariri,NZ First,"MARK, Ron Stanley",4247,3952,295
2005,Waimakariri,National Party,"WILKINSON, Catherine Joan",13478,12384,1094
2005,Waimakariri,United Future NZ,"PICKERING, William John",651,589,62
2005,Wairarapa,ACT,"TULLOCH, Graeme Hugh",314,279,35
2005,Wairarapa,Green Party,"BLEAKLEY, Claire Annette",1141,1004,137
2005,Wairarapa,Labour Party,"MacKENZIE, Denise Lillian",10929,10065,864
2005,Wairarapa,Maori Party,"WALKER, Henrietta Cissie Rose",293,265,28
2005,Wairarapa,NZ First,"PERRY, Edwin Jock",5308,4987,321
2005,Wairarapa,National Party,"HAYES, John Bernard",13681,12594,1087
