year,electorate,party,all,ordinary,special
2011,Taupo,NZ First,2833,2626,207
2011,Taupo,National Party,19003,17409,1594
2011,Taupo,United Future,311,292,19
2011,Tauranga,ACT,426,385,41
2011,Tauranga,Alliance,8,8,0
2011,Tauranga,Aotearoa Legalise Cannabis Party,184,149,35
2011,Tauranga,Conservative,1499,1393,106
2011,Tauranga,Democrats for Social Credit,22,19,3
2011,Tauranga,Green Party,3208,2773,435
2011,Tauranga,Labour Party,5496,4836,660
2011,Tauranga,Libertarianz,18,15,3
2011,Tauranga,Mana,59,50,9
2011,Tauranga,Maori Party,182,156,26
2011,Tauranga,NZ First,5455,5104,351
2011,Tauranga,National Party,19858,18053,1805
2011,Tauranga,United Future,205,185,20
2011,Te Atatu,ACT,271,241,30
2011,Te Atatu,Alliance,24,17,7
2011,Te Atatu,Aotearoa Legalise Cannabis Party,169,135,34
2011,Te Atatu,Conservative,851,791,60
2011,Te Atatu,Democrats for Social Credit,21,19,2
2011,Te Atatu,Green Party,2231,1880,351
2011,Te Atatu,Labour Party,11999,10228,1771
2011,Te Atatu,Libertarianz,14,12,2
2011,Te Atatu,Mana,159,119,40
2011,Te Atatu,Maori Party,193,159,34
2011,Te Atatu,NZ First,2081,1876,205
2011,Te Atatu,National Party,12701,11378,1323
2011,Te Atatu,United Future,121,110,11
2011,Te Tai Hauauru,ACT,23,21,2
2011,Te Tai Hauauru,Alliance,1,1,0
2011,Te Tai Hauauru,Aotearoa Legalise Cannabis Party,195,164,31
2011,Te Tai Hauauru,Conservative,67,63,4
2011,Te Tai Hauauru,Democrats for Social Credit,4,3,1
2011,Te Tai Hauauru,Green Party,2031,1761,270
2011,Te Tai Hauauru,Labour Party,7645,6737,908
2011,Te Tai Hauauru,Libertarianz,3,3,0
2011,Te Tai Hauauru,Mana,1499,1228,271
2011,Te Tai Hauauru,Maori Party,3829,3377,452
2011,Te Tai Hauauru,NZ First,1445,1343,102
2011,Te Tai Hauauru,National Party,1421,1255,166
2011,Te Tai Hauauru,United Future,25,22,3
2011,Te Tai Tokerau,ACT,46,39,7
2011,Te Tai Tokerau,Alliance,5,5,0
2011,Te Tai Tokerau,Aotearoa Legalise Cannabis Party,229,179,50
2011,Te Tai Tokerau,Conservative,102,95,7
2011,Te Tai Tokerau,Democrats for Social Credit,2,2,0
2011,Te Tai Tokerau,Green Party,1704,1431,273
2011,Te Tai Tokerau,Labour Party,6855,5921,934
2011,Te Tai Tokerau,Libertarianz,6,6,0
2011,Te Tai Tokerau,Mana,4844,4144,700
2011,Te Tai Tokerau,Maori Party,2208,1816,392
2011,Te Tai Tokerau,NZ First,1950,1775,175
2011,Te Tai Tokerau,National Party,1814,1627,187
2011,Te Tai Tokerau,United Future,17,12,5
2011,Te Tai Tonga,ACT,32,27,5
2011,Te Tai Tonga,Alliance,7,7,0
2011,Te Tai Tonga,Aotearoa Legalise Cannabis Party,230,198,32
2011,Te Tai Tonga,Conservative,120,107,13
2011,Te Tai Tonga,Democrats for Social Credit,16,15,1
2011,Te Tai Tonga,Green Party,2789,2404,385
2011,Te Tai Tonga,Labour Party,6791,5971,820
2011,Te Tai Tonga,Libertarianz,4,4,0
2011,Te Tai Tonga,Mana,1043,861,182
2011,Te Tai Tonga,Maori Party,2379,2062,317
2011,Te Tai Tonga,NZ First,1544,1415,129
2011,Te Tai Tonga,National Party,2631,2386,245
2011,Te Tai Tonga,United Future,43,41,2
2011,Tukituki,ACT,498,468,30
2011,Tukituki,Alliance,17,16,1
2011,Tukituki,Aotearoa Legalise Cannabis Party,198,167,31
2011,Tukituki,Conservative,1296,1233,63
2011,Tukituki,Democrats for Social Credit,15,14,1
2011,Tukituki,Green Party,3294,2957,337
2011,Tukituki,Labour Party,8231,7427,804
2011,Tukituki,Libertarianz,19,18,1
2011,Tukituki,Mana,117,93,24
2011,Tukituki,Maori Party,263,231,32
2011,Tukituki,NZ First,1995,1874,121
2011,Tukituki,National Party,17935,16558,1377
2011,Tukituki,United Future,220,207,13
2011,Waiariki,ACT,28,23,5
2011,Waiariki,Alliance,2,2,0
2011,Waiariki,Aotearoa Legalise Cannabis Party,201,164,37
2011,Waiariki,Conservative,57,49,8
2011,Waiariki,Democrats for Social Credit,1,1,0
2011,Waiariki,Green Party,1663,1442,221
2011,Waiariki,Labour Party,6591,5701,890
2011,Waiariki,Libertarianz,2,2,0
2011,Waiariki,Mana,3125,2666,459
2011,Waiariki,Maori Party,3989,3506,483
2011,Waiariki,NZ First,2058,1860,198
2011,Waiariki,National Party,1068,944,124
2011,Waiariki,United Future,22,19,3
2011,Waikato,ACT,607,554,53
2011,Waikato,Alliance,12,12,0
2011,Waikato,Aotearoa Legalise Cannabis Party,170,133,37
2011,Waikato,Conservative,1284,1190,94
2011,Waikato,Democrats for Social Credit,41,35,6
2011,Waikato,Green Party,2208,1886,322
2011,Waikato,Labour Party,5173,4517,656
2011,Waikato,Libertarianz,28,26,2
2011,Waikato,Mana,91,60,31
2011,Waikato,Maori Party,186,150,36
2011,Waikato,NZ First,2549,2346,203
2011,Waikato,National Party,18875,17061,1814
2011,Waikato,United Future,243,217,26
2011,Waimakariri,ACT,195,171,24
2011,Waimakariri,Alliance,17,16,1
2011,Waimakariri,Aotearoa Legalise Cannabis Party,155,126,29
2011,Waimakariri,Conservative,1177,1092,85
2011,Waimakariri,Democrats for Social Credit,23,22,1
2011,Waimakariri,Green Party,3050,2704,346
2011,Waimakariri,Labour Party,8431,7740,691
2011,Waimakariri,Libertarianz,12,11,1
2011,Waimakariri,Mana,35,30,5
2011,Waimakariri,Maori Party,93,79,14
2011,Waimakariri,NZ First,2131,1992,139
2011,Waimakariri,National Party,20489,18724,1765
2011,Waimakariri,United Future,208,184,24
2011,Wairarapa,ACT,467,427,40
2011,Wairarapa,Alliance,14,12,2
2011,Wairarapa,Aotearoa Legalise Cannabis Party,200,178,22
2011,Wairarapa,Conservative,1314,1260,54
2011,Wairarapa,Democrats for Social Credit,14,13,1
2011,Wairarapa,Green Party,3442,3093,349
2011,Wairarapa,Labour Party,8161,7528,633
2011,Wairarapa,Libertarianz,94,86,8
2011,Wairarapa,Mana,75,67,8
2011,Wairarapa,Maori Party,218,194,24
2011,Wairarapa,NZ First,2738,2594,144
2011,Wairarapa,National Party,18046,16855,1191
2011,Wairarapa,United Future,238,220,18
2011,Waitakere,ACT,259,237,22
2011,Waitakere,Alliance,9,7,2
2011,Waitakere,Aotearoa Legalise Cannabis Party,166,133,33
2011,Waitakere,Conservative,753,693,60
2011,Waitakere,Democrats for Social Credit,4,3,1
2011,Waitakere,Green Party,3308,2811,497
2011,Waitakere,Labour Party,11579,9904,1675
2011,Waitakere,Libertarianz,33,27,6
2011,Waitakere,Mana,174,120,54
2011,Waitakere,Maori Party,168,136,32
2011,Waitakere,NZ First,2011,1813,198
2011,Waitakere,National Party,12533,11285,1248
2011,Waitakere,United Future,125,108,17
2011,Waitaki,ACT,432,399,33
2011,Waitaki,Alliance,23,20,3
2011,Waitaki,Aotearoa Legalise Cannabis Party,218,182,36
2011,Waitaki,Conservative,1100,1046,54
2011,Waitaki,Democrats for Social Credit,74,68,6
2011,Waitaki,Green Party,4587,4062,525
2011,Waitaki,Labour Party,8257,7631,626
2011,Waitaki,Libertarianz,26,25,1
2011,Waitaki,Mana,52,46,6
2011,Waitaki,Maori Party,136,120,16
2011,Waitaki,NZ First,2010,1891,119
2011,Waitaki,National Party,21309,19531,1778
2011,Waitaki,United Future,317,296,21
2011,Wellington Central,ACT,462,360,102
2011,Wellington Central,Alliance,18,13,5
2011,Wellington Central,Aotearoa Legalise Cannabis Party,161,109,52
2011,Wellington Central,Conservative,270,222,48
2011,Wellington Central,Democrats for Social Credit,15,10,5
2011,Wellington Central,Green Party,10903,8285,2618
2011,Wellington Central,Labour Party,10459,8293,2166
2011,Wellington Central,Libertarianz,40,32,8
2011,Wellington Central,Mana,250,175,75
2011,Wellington Central,Maori Party,278,223,55
2011,Wellington Central,NZ First,1132,946,186
2011,Wellington Central,National Party,15128,12414,2714
2011,Wellington Central,United Future,256,203,53
2011,West Coast-Tasman,ACT,278,254,24
2011,West Coast-Tasman,Alliance,16,14,2
2011,West Coast-Tasman,Aotearoa Legalise Cannabis Party,249,213,36
2011,West Coast-Tasman,Conservative,1075,1023,52
2011,West Coast-Tasman,Democrats for Social Credit,33,29,4
2011,West Coast-Tasman,Green Party,4787,4175,612
2011,West Coast-Tasman,Labour Party,9200,8513,687
2011,West Coast-Tasman,Libertarianz,31,25,6
2011,West Coast-Tasman,Mana,91,77,14
2011,West Coast-Tasman,Maori Party,145,130,15
2011,West Coast-Tasman,NZ First,1931,1799,132
2011,West Coast-Tasman,National Party,15462,14340,1122
2011,West Coast-Tasman,United Future,468,442,26
2011,Whanganui,ACT,345,317,28
2011,Whanganui,Alliance,21,19,2
2011,Whanganui,Aotearoa Legalise Cannabis Party,176,147,29
2011,Whanganui,Conservative,1030,978,52
2011,Whanganui,Democrats for Social Credit,47,43,4
2011,Whanganui,Green Party,2855,2579,276
2011,Whanganui,Labour Party,8733,8099,634
2011,Whanganui,Libertarianz,22,21,1
2011,Whanganui,Mana,75,62,13
2011,Whanganui,Maori Party,225,200,25
2011,Whanganui,NZ First,3035,2889,146
2011,Whanganui,National Party,15151,14215,936
2011,Whanganui,United Future,143,130,13
2011,Whangarei,ACT,596,564,32
2011,Whangarei,Alliance,14,14,0
2011,Whangarei,Aotearoa Legalise Cannabis Party,184,153,31
2011,Whangarei,Conservative,1457,1376,81
2011,Whangarei,Democrats for Social Credit,84,82,2
2011,Whangarei,Green Party,3673,3328,345
2011,Whangarei,Labour Party,7017,6410,607
2011,Whangarei,Libertarianz,31,30,1
2011,Whangarei,Mana,238,187,51
2011,Whangarei,Maori Party,212,185,27
2011,Whangarei,NZ First,3340,3122,218
2011,Whangarei,National Party,17486,16269,1217
2011,Whangarei,United Future,180,169,11
2011,Wigram,ACT,202,189,13
2011,Wigram,Alliance,158,141,17
2011,Wigram,Aotearoa Legalise Cannabis Party,186,139,47
2011,Wigram,Conservative,763,694,69
2011,Wigram,Democrats for Social Credit,16,12,4
2011,Wigram,Green Party,4243,3563,680
2011,Wigram,Labour Party,9866,8653,1213
2011,Wigram,Libertarianz,33,31,2
2011,Wigram,Mana,66,55,11
2011,Wigram,Maori Party,141,118,23
2011,Wigram,NZ First,1948,1812,136
2011,Wigram,National Party,14357,12612,1745
2011,Wigram,United Future,251,217,34
2014,Auckland Central,ACT,329,249,80
2014,Auckland Central,Aotearoa Legalise Cannabis Party,85,63,22
2014,Auckland Central,Ban1080,10,7,3
2014,Auckland Central,Conservative,486,394,92
2014,Auckland Central,Democrats for Social Credit,3,3,0
2014,Auckland Central,Focus NZ,2,2,0
2014,Auckland Central,Green Party,6242,4594,1648
2014,Auckland Central,Internet MANA,553,389,164
2014,Auckland Central,Labour Party,6101,4749,1352
2014,Auckland Central,Maori Party,158,119,39
2014,Auckland Central,NZ First,1459,1190,269
2014,Auckland Central,NZ Independent Coalition,7,5,2
2014,Auckland Central,National Party,12652,9814,2838
2014,Auckland Central,The Civilian Party,17,14,3
2014,Auckland Central,United Future,53,35,18
2014,Bay of Plenty,ACT,90,79,11
2014,Bay of Plenty,Aotearoa Legalise Cannabis Party,126,102,24
2014,Bay of Plenty,Ban1080,50,39,11
2014,Bay of Plenty,Conservative,2072,1909,163
2014,Bay of Plenty,Democrats for Social Credit,33,30,3
2014,Bay of Plenty,Focus NZ,6,5,1
2014,Bay of Plenty,Green Party,2645,2185,460
2014,Bay of Plenty,Internet MANA,187,138,49
2014,Bay of Plenty,Labour Party,4783,4196,587
2014,Bay of Plenty,Maori Party,207,176,31
2014,Bay of Plenty,NZ First,5100,4691,409
2014,Bay of Plenty,NZ Independent Coalition,104,94,10
2014,Bay of Plenty,National Party,21096,19229,1867
2014,Bay of Plenty,The Civilian Party,10,6,4
2014,Bay of Plenty,United Future,78,63,15
2014,Botany,ACT,808,719,89
2014,Botany,Aotearoa Legalise Cannabis Party,90,71,19
2014,Botany,Ban1080,12,9,3
2014,Botany,Conservative,1519,1364,155
2014,Botany,Democrats for Social Credit,5,5,0
2014,Botany,Focus NZ,6,4,2
2014,Botany,Green Party,1461,1213,248
2014,Botany,Internet MANA,204,158,46
2014,Botany,Labour Party,7473,6215,1258
2014,Botany,Maori Party,71,58,13
2014,Botany,NZ First,1825,1615,210
2014,Botany,NZ Independent Coalition,9,8,1
2014,Botany,National Party,20016,18049,1967
2014,Botany,The Civilian Party,8,7,1
2014,Botany,United Future,49,41,8
2014,Christchurch Central,ACT,167,144,23
2014,Christchurch Central,Aotearoa Legalise Cannabis Party,165,120,45
2014,Christchurch Central,Ban1080,27,19,8
2014,Christchurch Central,Conservative,1065,918,147
2014,Christchurch Central,Democrats for Social Credit,30,20,10
2014,Christchurch Central,Focus NZ,1,1,0
2014,Christchurch Central,Green Party,5419,4433,986
2014,Christchurch Central,Internet MANA,353,250,103
2014,Christchurch Central,Labour Party,8995,7569,1426
2014,Christchurch Central,Maori Party,157,124,33
2014,Christchurch Central,NZ First,2462,2123,339
2014,Christchurch Central,NZ Independent Coalition,3,3,0
2014,Christchurch Central,National Party,15301,13094,2207
2014,Christchurch Central,The Civilian Party,40,29,11
2014,Christchurch Central,United Future,79,66,13
2014,Christchurch East,ACT,107,93,14
2014,Christchurch East,Aotearoa Legalise Cannabis Party,186,141,45
2014,Christchurch East,Ban1080,38,29,9
2014,Christchurch East,Conservative,1058,946,112
2014,Christchurch East,Democrats for Social Credit,20,19,1
2014,Christchurch East,Focus NZ,1,1,0
2014,Christchurch East,Green Party,4113,3438,675
2014,Christchurch East,Internet MANA,286,229,57
2014,Christchurch East,Labour Party,10450,9108,1342
2014,Christchurch East,Maori Party,129,92,37
2014,Christchurch East,NZ First,3069,2732,337
2014,Christchurch East,NZ Independent Coalition,11,11,0
2014,Christchurch East,National Party,12928,11562,1366
2014,Christchurch East,The Civilian Party,19,17,2
2014,Christchurch East,United Future,74,66,8
2014,Clutha-Southland,ACT,122,111,11
2014,Clutha-Southland,Aotearoa Legalise Cannabis Party,184,160,24
2014,Clutha-Southland,Ban1080,268,233,35
2014,Clutha-Southland,Conservative,1726,1612,114
2014,Clutha-Southland,Democrats for Social Credit,36,31,5
2014,Clutha-Southland,Focus NZ,0,0,0
2014,Clutha-Southland,Green Party,2647,2155,492
2014,Clutha-Southland,Internet MANA,158,109,49
2014,Clutha-Southland,Labour Party,5036,4524,512
2014,Clutha-Southland,Maori Party,113,99,14
2014,Clutha-Southland,NZ First,2135,1933,202
2014,Clutha-Southland,NZ Independent Coalition,32,30,2
2014,Clutha-Southland,National Party,21694,19694,2000
2014,Clutha-Southland,The Civilian Party,10,10,0
2014,Clutha-Southland,United Future,68,58,10
2014,Coromandel,ACT,142,126,16
2014,Coromandel,Aotearoa Legalise Cannabis Party,139,122,17
2014,Coromandel,Ban1080,112,100,12
2014,Coromandel,Conservative,2004,1841,163
2014,Coromandel,Democrats for Social Credit,20,17,3
2014,Coromandel,Focus NZ,7,6,1
2014,Coromandel,Green Party,3724,3185,539
2014,Coromandel,Internet MANA,259,210,49
2014,Coromandel,Labour Party,5960,5331,629
2014,Coromandel,Maori Party,184,153,31
2014,Coromandel,NZ First,4741,4356,385
2014,Coromandel,NZ Independent Coalition,17,14,3
2014,Coromandel,National Party,20547,18708,1839
2014,Coromandel,The Civilian Party,11,6,5
2014,Coromandel,United Future,64,60,4
2014,Dunedin North,ACT,111,101,10
2014,Dunedin North,Aotearoa Legalise Cannabis Party,172,129,43
2014,Dunedin North,Ban1080,60,50,10
2014,Dunedin North,Conservative,956,847,109
2014,Dunedin North,Democrats for Social Credit,37,32,5
2014,Dunedin North,Focus NZ,1,1,0
2014,Dunedin North,Green Party,8035,6723,1312
2014,Dunedin North,Internet MANA,603,483,120
2014,Dunedin North,Labour Party,11147,9756,1391
2014,Dunedin North,Maori Party,124,99,25
2014,Dunedin North,NZ First,2364,2141,223
2014,Dunedin North,NZ Independent Coalition,7,6,1
2014,Dunedin North,National Party,11302,9823,1479
2014,Dunedin North,The Civilian Party,27,19,8
2014,Dunedin North,United Future,86,75,11
2014,Dunedin South,ACT,125,110,15
2014,Dunedin South,Aotearoa Legalise Cannabis Party,171,152,19
2014,Dunedin South,Ban1080,77,64,13
2014,Dunedin South,Conservative,1104,1020,84
2014,Dunedin South,Democrats for Social Credit,80,73,7
2014,Dunedin South,Focus NZ,7,7,0
2014,Dunedin South,Green Party,4626,4036,590
2014,Dunedin South,Internet MANA,307,247,60
2014,Dunedin South,Labour Party,12518,11542,976
2014,Dunedin South,Maori Party,95,79,16
2014,Dunedin South,NZ First,3429,3199,230
2014,Dunedin South,NZ Independent Coalition,5,5,0
2014,Dunedin South,National Party,15003,13835,1168
2014,Dunedin South,The Civilian Party,18,15,3
2014,Dunedin South,United Future,63,51,12
2014,East Coast,ACT,82,79,3
2014,East Coast,Aotearoa Legalise Cannabis Party,150,122,28
2014,East Coast,Ban1080,122,105,17
2014,East Coast,Conservative,1438,1355,83
2014,East Coast,Democrats for Social Credit,30,27,3
2014,East Coast,Focus NZ,4,3,1
2014,East Coast,Green Party,3248,2755,493
2014,East Coast,Internet MANA,413,323,90
2014,East Coast,Labour Party,8022,7071,951
2014,East Coast,Maori Party,334,286,48
2014,East Coast,NZ First,4176,3854,322
2014,East Coast,NZ Independent Coalition,17,17,0
2014,East Coast,National Party,17152,15738,1414
2014,East Coast,The Civilian Party,13,10,3
2014,East Coast,United Future,78,69,9
2014,East Coast Bays,ACT,580,501,79
2014,East Coast Bays,Aotearoa Legalise Cannabis Party,95,78,17
2014,East Coast Bays,Ban1080,47,41,6
2014,East Coast Bays,Conservative,2210,2001,209
2014,East Coast Bays,Democrats for Social Credit,17,15,2
2014,East Coast Bays,Focus NZ,3,3,0
2014,East Coast Bays,Green Party,2712,2205,507
2014,East Coast Bays,Internet MANA,222,172,50
2014,East Coast Bays,Labour Party,4005,3476,529
2014,East Coast Bays,Maori Party,125,105,20
2014,East Coast Bays,NZ First,1964,1737,227
2014,East Coast Bays,NZ Independent Coalition,4,2,2
2014,East Coast Bays,National Party,20895,18545,2350
2014,East Coast Bays,The Civilian Party,20,17,3
2014,East Coast Bays,United Future,69,62,7
2014,Epsom,ACT,1023,888,135
2014,Epsom,Aotearoa Legalise Cannabis Party,76,50,26
2014,Epsom,Ban1080,7,7,0
2014,Epsom,Conservative,932,817,115
2014,Epsom,Democrats for Social Credit,10,10,0
2014,Epsom,Focus NZ,4,4,0
2014,Epsom,Green Party,4706,3427,1279
2014,Epsom,Internet MANA,312,225,87
2014,Epsom,Labour Party,5045,4007,1038
2014,Epsom,Maori Party,174,127,47
2014,Epsom,NZ First,1308,1083,225
2014,Epsom,NZ Independent Coalition,3,1,2
2014,Epsom,National Party,23904,19997,3907
2014,Epsom,The Civilian Party,17,15,2
2014,Epsom,United Future,61,42,19
2014,Hamilton East,ACT,250,222,28
2014,Hamilton East,Aotearoa Legalise Cannabis Party,110,86,24
2014,Hamilton East,Ban1080,28,23,5
2014,Hamilton East,Conservative,1672,1490,182
2014,Hamilton East,Democrats for Social Credit,29,28,1
2014,Hamilton East,Focus NZ,5,4,1
2014,Hamilton East,Green Party,3833,3139,694
2014,Hamilton East,Internet MANA,348,267,81
2014,Hamilton East,Labour Party,8264,7044,1220
2014,Hamilton East,Maori Party,222,176,46
2014,Hamilton East,NZ First,2481,2167,314
2014,Hamilton East,NZ Independent Coalition,3,3,0
2014,Hamilton East,National Party,17395,15388,2007
2014,Hamilton East,The Civilian Party,23,18,5
2014,Hamilton East,United Future,104,81,23
2014,Hamilton West,ACT,160,142,18
2014,Hamilton West,Aotearoa Legalise Cannabis Party,171,132,39
2014,Hamilton West,Ban1080,38,31,7
2014,Hamilton West,Conservative,1571,1422,149
2014,Hamilton West,Democrats for Social Credit,43,40,3
2014,Hamilton West,Focus NZ,7,6,1
2014,Hamilton West,Green Party,2765,2312,453
2014,Hamilton West,Internet MANA,242,175,67
2014,Hamilton West,Labour Party,8649,7530,1119
2014,Hamilton West,Maori Party,190,143,47
2014,Hamilton West,NZ First,3644,3299,345
2014,Hamilton West,NZ Independent Coalition,13,12,1
2014,Hamilton West,National Party,16072,14422,1650
2014,Hamilton West,The Civilian Party,18,9,9
2014,Hamilton West,United Future,87,74,13
2014,Hauraki-Waikato,ACT,43,36,7
2014,Hauraki-Waikato,Aotearoa Legalise Cannabis Party,306,239,67
2014,Hauraki-Waikato,Ban1080,34,31,3
2014,Hauraki-Waikato,Conservative,159,134,25
2014,Hauraki-Waikato,Democrats for Social Credit,5,5,0
2014,Hauraki-Waikato,Focus NZ,10,9,1
2014,Hauraki-Waikato,Green Party,2043,1655,388
2014,Hauraki-Waikato,Internet MANA,1689,1341,348
2014,Hauraki-Waikato,Labour Party,9724,8066,1658
2014,Hauraki-Waikato,Maori Party,2504,2098,406
2014,Hauraki-Waikato,NZ First,2796,2427,369
2014,Hauraki-Waikato,NZ Independent Coalition,1,1,0
2014,Hauraki-Waikato,National Party,1583,1358,225
2014,Hauraki-Waikato,The Civilian Party,3,3,0
2014,Hauraki-Waikato,United Future,14,14,0
2014,Helensville,ACT,262,220,42
2014,Helensville,Aotearoa Legalise Cannabis Party,161,123,38
2014,Helensville,Ban1080,48,42,6
2014,Helensville,Conservative,1692,1476,216
2014,Helensville,Democrats for Social Credit,23,19,4
2014,Helensville,Focus NZ,3,2,1
2014,Helensville,Green Party,4801,3764,1037
2014,Helensville,Internet MANA,338,245,93
2014,Helensville,Labour Party,4430,3641,789
2014,Helensville,Maori Party,192,161,31
2014,Helensville,NZ First,2608,2192,416
2014,Helensville,NZ Independent Coalition,13,9,4
2014,Helensville,National Party,20689,17753,2936
2014,Helensville,The Civilian Party,8,6,2
2014,Helensville,United Future,93,84,9
2014,Hunua,ACT,313,263,50
2014,Hunua,Aotearoa Legalise Cannabis Party,136,102,34
2014,Hunua,Ban1080,46,40,6
2014,Hunua,Conservative,1807,1642,165
2014,Hunua,Democrats for Social Credit,19,18,1
2014,Hunua,Focus NZ,4,4,0
2014,Hunua,Green Party,2076,1748,328
2014,Hunua,Internet MANA,166,122,44
2014,Hunua,Labour Party,4699,3976,723
2014,Hunua,Maori Party,144,125,19
2014,Hunua,NZ First,3437,3070,367
2014,Hunua,NZ Independent Coalition,4,4,0
2014,Hunua,National Party,22929,20414,2515
2014,Hunua,The Civilian Party,14,13,1
2014,Hunua,United Future,82,70,12
2014,Hutt South,ACT,256,229,27
2014,Hutt South,Aotearoa Legalise Cannabis Party,160,115,45
2014,Hutt South,Ban1080,58,47,11
2014,Hutt South,Conservative,1391,1267,124
2014,Hutt South,Democrats for Social Credit,11,11,0
2014,Hutt South,Focus NZ,6,4,2
2014,Hutt South,Green Party,4966,4181,785
2014,Hutt South,Internet MANA,281,222,59
2014,Hutt South,Labour Party,10903,9543,1360
2014,Hutt South,Maori Party,207,170,37
2014,Hutt South,NZ First,2913,2638,275
2014,Hutt South,NZ Independent Coalition,7,7,0
2014,Hutt South,National Party,17648,15918,1730
2014,Hutt South,The Civilian Party,19,18,1
2014,Hutt South,United Future,136,120,16
2014,Ikaroa-Rawhiti,ACT,24,19,5
2014,Ikaroa-Rawhiti,Aotearoa Legalise Cannabis Party,313,233,80
2014,Ikaroa-Rawhiti,Ban1080,25,20,5
2014,Ikaroa-Rawhiti,Conservative,130,113,17
2014,Ikaroa-Rawhiti,Democrats for Social Credit,2,2,0
2014,Ikaroa-Rawhiti,Focus NZ,4,4,0
2014,Ikaroa-Rawhiti,Green Party,2275,1902,373
2014,Ikaroa-Rawhiti,Internet MANA,2152,1755,397
2014,Ikaroa-Rawhiti,Labour Party,10489,8981,1508
2014,Ikaroa-Rawhiti,Maori Party,2699,2313,386
2014,Ikaroa-Rawhiti,NZ First,2490,2246,244
2014,Ikaroa-Rawhiti,NZ Independent Coalition,11,11,0
2014,Ikaroa-Rawhiti,National Party,1189,1039,150
2014,Ikaroa-Rawhiti,The Civilian Party,2,1,1
2014,Ikaroa-Rawhiti,United Future,6,6,0
2014,Ilam,ACT,349,304,45
2014,Ilam,Aotearoa Legalise Cannabis Party,96,74,22
2014,Ilam,Ban1080,21,14,7
2014,Ilam,Conservative,1300,1167,133
2014,Ilam,Democrats for Social Credit,14,12,2
2014,Ilam,Focus NZ,3,3,0
2014,Ilam,Green Party,4574,3705,869
2014,Ilam,Internet MANA,233,178,55
2014,Ilam,Labour Party,6238,5343,895
2014,Ilam,Maori Party,171,145,26
2014,Ilam,NZ First,1806,1576,230
2014,Ilam,NZ Independent Coalition,7,7,0
2014,Ilam,National Party,20377,17907,2470
2014,Ilam,The Civilian Party,23,20,3
2014,Ilam,United Future,92,72,20
2014,Invercargill,ACT,113,100,13
2014,Invercargill,Aotearoa Legalise Cannabis Party,224,199,25
2014,Invercargill,Ban1080,173,150,23
2014,Invercargill,Conservative,1256,1181,75
2014,Invercargill,Democrats for Social Credit,95,90,5
2014,Invercargill,Focus NZ,10,9,1
2014,Invercargill,Green Party,2581,2258,323
2014,Invercargill,Internet MANA,210,170,40
2014,Invercargill,Labour Party,8553,7908,645
2014,Invercargill,Maori Party,110,94,16
2014,Invercargill,NZ First,3806,3571,235
2014,Invercargill,NZ Independent Coalition,11,11,0
2014,Invercargill,National Party,16880,15749,1131
2014,Invercargill,The Civilian Party,23,19,4
2014,Invercargill,United Future,68,63,5
2014,Kaikoura,ACT,144,128,16
2014,Kaikoura,Aotearoa Legalise Cannabis Party,151,127,24
2014,Kaikoura,Ban1080,187,157,30
2014,Kaikoura,Conservative,1709,1589,120
2014,Kaikoura,Democrats for Social Credit,36,35,1
2014,Kaikoura,Focus NZ,8,8,0
2014,Kaikoura,Green Party,3366,2872,494
2014,Kaikoura,Internet MANA,169,134,35
2014,Kaikoura,Labour Party,6269,5632,637
2014,Kaikoura,Maori Party,131,112,19
2014,Kaikoura,NZ First,3612,3339,273
2014,Kaikoura,NZ Independent Coalition,8,6,2
2014,Kaikoura,National Party,20770,18960,1810
2014,Kaikoura,The Civilian Party,13,10,3
2014,Kaikoura,United Future,96,77,19
2014,Kelston,ACT,308,257,51
2014,Kelston,Aotearoa Legalise Cannabis Party,108,74,34
2014,Kelston,Ban1080,13,12,1
2014,Kelston,Conservative,910,793,117
2014,Kelston,Democrats for Social Credit,8,8,0
2014,Kelston,Focus NZ,7,4,3
2014,Kelston,Green Party,3298,2616,682
2014,Kelston,Internet MANA,432,303,129
2014,Kelston,Labour Party,12934,10622,2312
2014,Kelston,Maori Party,94,66,28
2014,Kelston,NZ First,2595,2184,411
2014,Kelston,NZ Independent Coalition,7,3,4
2014,Kelston,National Party,9924,8519,1405
2014,Kelston,The Civilian Party,15,13,2
2014,Kelston,United Future,48,42,6
2014,Mana,ACT,79,73,6
2014,Mana,Aotearoa Legalise Cannabis Party,173,127,46
2014,Mana,Ban1080,21,19,2
2014,Mana,Conservative,977,881,96
2014,Mana,Democrats for Social Credit,24,22,2
2014,Mana,Focus NZ,3,3,0
2014,Mana,Green Party,4691,3959,732
2014,Mana,Internet MANA,351,278,73
2014,Mana,Labour Party,12601,10794,1807
2014,Mana,Maori Party,226,179,47
2014,Mana,NZ First,2493,2247,246
2014,Mana,NZ Independent Coalition,5,3,2
2014,Mana,National Party,14850,13307,1543
2014,Mana,The Civilian Party,28,25,3
2014,Mana,United Future,116,92,24
2014,Mangere,ACT,68,53,15
2014,Mangere,Aotearoa Legalise Cannabis Party,86,68,18
2014,Mangere,Ban1080,10,8,2
2014,Mangere,Conservative,839,719,120
2014,Mangere,Democrats for Social Credit,7,7,0
2014,Mangere,Focus NZ,3,0,3
2014,Mangere,Green Party,1084,880,204
2014,Mangere,Internet MANA,324,228,96
