year,electorate,party,ordinary_special,before_onday,local_overseas,votes
2011,Auckland Central,United Future,special,advanced,overseas,0
2011,Bay of Plenty,ACT,ordinary,normal,local,337
2011,Bay of Plenty,ACT,ordinary,advanced,local,53
2011,Bay of Plenty,ACT,special,advanced,local,1
2011,Bay of Plenty,ACT,special,normal,local,24
2011,Bay of Plenty,ACT,special,advanced,overseas,3
2011,Bay of Plenty,Alliance,ordinary,normal,local,8
2011,Bay of Plenty,Alliance,ordinary,advanced,local,1
2011,Bay of Plenty,Alliance,special,advanced,local,0
2011,Bay of Plenty,Alliance,special,normal,local,0
2011,Bay of Plenty,Alliance,special,advanced,overseas,0
2011,Bay of Plenty,Aotearoa Legalise Cannabis Party,ordinary,normal,local,140
2011,Bay of Plenty,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,16
2011,Bay of Plenty,Aotearoa Legalise Cannabis Party,special,advanced,local,2
2011,Bay of Plenty,Aotearoa Legalise Cannabis Party,special,normal,local,25
2011,Bay of Plenty,Aotearoa Legalise Cannabis Party,special,advanced,overseas,0
2011,Bay of Plenty,Conservative,ordinary,normal,local,1207
2011,Bay of Plenty,Conservative,ordinary,advanced,local,193
2011,Bay of Plenty,Conservative,special,advanced,local,12
2011,Bay of Plenty,Conservative,special,normal,local,68
2011,Bay of Plenty,Conservative,special,advanced,overseas,5
2011,Bay of Plenty,Democrats for Social Credit,ordinary,normal,local,10
2011,Bay of Plenty,Democrats for Social Credit,ordinary,advanced,local,1
2011,Bay of Plenty,Democrats for Social Credit,special,advanced,local,1
2011,Bay of Plenty,Democrats for Social Credit,special,normal,local,1
2011,Bay of Plenty,Democrats for Social Credit,special,advanced,overseas,0
2011,Bay of Plenty,Green Party,ordinary,normal,local,2382
2011,Bay of Plenty,Green Party,ordinary,advanced,local,385
2011,Bay of Plenty,Green Party,special,advanced,local,38
2011,Bay of Plenty,Green Party,special,normal,local,310
2011,Bay of Plenty,Green Party,special,advanced,overseas,27
2011,Bay of Plenty,Labour Party,ordinary,normal,local,3692
2011,Bay of Plenty,Labour Party,ordinary,advanced,local,725
2011,Bay of Plenty,Labour Party,special,advanced,local,77
2011,Bay of Plenty,Labour Party,special,normal,local,454
2011,Bay of Plenty,Labour Party,special,advanced,overseas,17
2011,Bay of Plenty,Libertarianz,ordinary,normal,local,22
2011,Bay of Plenty,Libertarianz,ordinary,advanced,local,1
2011,Bay of Plenty,Libertarianz,special,advanced,local,1
2011,Bay of Plenty,Libertarianz,special,normal,local,4
2011,Bay of Plenty,Libertarianz,special,advanced,overseas,1
2011,Bay of Plenty,Mana,ordinary,normal,local,56
2011,Bay of Plenty,Mana,ordinary,advanced,local,14
2011,Bay of Plenty,Mana,special,advanced,local,0
2011,Bay of Plenty,Mana,special,normal,local,20
2011,Bay of Plenty,Mana,special,advanced,overseas,1
2011,Bay of Plenty,Maori Party,ordinary,normal,local,160
2011,Bay of Plenty,Maori Party,ordinary,advanced,local,17
2011,Bay of Plenty,Maori Party,special,advanced,local,5
2011,Bay of Plenty,Maori Party,special,normal,local,31
2011,Bay of Plenty,Maori Party,special,advanced,overseas,0
2011,Bay of Plenty,National Party,ordinary,normal,local,15745
2011,Bay of Plenty,National Party,ordinary,advanced,local,3458
2011,Bay of Plenty,National Party,special,advanced,local,271
2011,Bay of Plenty,National Party,special,normal,local,1260
2011,Bay of Plenty,National Party,special,advanced,overseas,119
2011,Bay of Plenty,NZ First,ordinary,normal,local,3512
2011,Bay of Plenty,NZ First,ordinary,advanced,local,776
2011,Bay of Plenty,NZ First,special,advanced,local,38
2011,Bay of Plenty,NZ First,special,normal,local,223
2011,Bay of Plenty,NZ First,special,advanced,overseas,20
2011,Bay of Plenty,United Future,ordinary,normal,local,167
2011,Bay of Plenty,United Future,ordinary,advanced,local,26
2011,Bay of Plenty,United Future,special,advanced,local,3
2011,Bay of Plenty,United Future,special,normal,local,10
2011,Bay of Plenty,United Future,special,advanced,overseas,1
2011,Botany,ACT,ordinary,advanced,local,63
2011,Botany,ACT,special,advanced,local,5
2011,Botany,ACT,special,normal,local,33
2011,Botany,ACT,special,advanced,overseas,8
2011,Botany,Alliance,ordinary,advanced,local,0
2011,Botany,Alliance,special,advanced,local,0
2011,Botany,Alliance,special,normal,local,0
2011,Botany,Alliance,special,advanced,overseas,0
2011,Botany,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,8
2011,Botany,Aotearoa Legalise Cannabis Party,special,advanced,local,4
2011,Botany,Aotearoa Legalise Cannabis Party,special,normal,local,12
2011,Botany,Aotearoa Legalise Cannabis Party,special,advanced,overseas,0
2011,Botany,Conservative,ordinary,advanced,local,130
2011,Botany,Conservative,special,advanced,local,5
2011,Botany,Conservative,special,normal,local,41
2011,Botany,Conservative,special,advanced,overseas,4
2011,Botany,Democrats for Social Credit,ordinary,advanced,local,0
2011,Botany,Democrats for Social Credit,special,advanced,local,0
2011,Botany,Democrats for Social Credit,special,normal,local,0
2011,Botany,Democrats for Social Credit,special,advanced,overseas,0
2011,Botany,Green Party,ordinary,advanced,local,150
2011,Botany,Green Party,special,advanced,local,14
2011,Botany,Green Party,special,normal,local,121
2011,Botany,Green Party,special,advanced,overseas,27
2011,Botany,Labour Party,ordinary,advanced,local,983
2011,Botany,Labour Party,special,advanced,local,100
2011,Botany,Labour Party,special,normal,local,836
2011,Botany,Labour Party,special,advanced,overseas,37
2011,Botany,Libertarianz,ordinary,advanced,local,2
2011,Botany,Libertarianz,special,advanced,local,0
2011,Botany,Libertarianz,special,normal,local,0
2011,Botany,Libertarianz,special,advanced,overseas,0
2011,Botany,Mana,ordinary,advanced,local,6
2011,Botany,Mana,special,advanced,local,3
2011,Botany,Mana,special,normal,local,25
2011,Botany,Mana,special,advanced,overseas,0
2011,Botany,Maori Party,ordinary,advanced,local,9
2011,Botany,Maori Party,special,advanced,local,1
2011,Botany,Maori Party,special,normal,local,13
2011,Botany,Maori Party,special,advanced,overseas,1
2011,Botany,National Party,ordinary,advanced,local,2505
2011,Botany,National Party,special,advanced,local,200
2011,Botany,National Party,special,normal,local,1177
2011,Botany,National Party,special,advanced,overseas,165
2011,Botany,NZ First,ordinary,advanced,local,234
2011,Botany,NZ First,special,advanced,local,21
2011,Botany,NZ First,special,normal,local,92
2011,Botany,NZ First,special,advanced,overseas,1
2011,Botany,United Future,ordinary,advanced,local,16
2011,Botany,United Future,special,advanced,local,2
2011,Botany,United Future,special,normal,local,9
2011,Botany,United Future,special,advanced,overseas,2
2011,Christchurch Central,ACT,ordinary,advanced,local,8
2011,Christchurch Central,ACT,special,advanced,local,8
2011,Christchurch Central,ACT,special,normal,local,25
2011,Christchurch Central,ACT,special,advanced,overseas,7
2011,Christchurch Central,Alliance,ordinary,advanced,local,2
2011,Christchurch Central,Alliance,special,advanced,local,0
2011,Christchurch Central,Alliance,special,normal,local,1
2011,Christchurch Central,Alliance,special,advanced,overseas,1
2011,Christchurch Central,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,8
2011,Christchurch Central,Aotearoa Legalise Cannabis Party,special,advanced,local,1
2011,Christchurch Central,Aotearoa Legalise Cannabis Party,special,normal,local,35
2011,Christchurch Central,Aotearoa Legalise Cannabis Party,special,advanced,overseas,1
2011,Christchurch Central,Conservative,ordinary,advanced,local,23
2011,Christchurch Central,Conservative,special,advanced,local,11
2011,Christchurch Central,Conservative,special,normal,local,64
2011,Christchurch Central,Conservative,special,advanced,overseas,2
2011,Christchurch Central,Democrats for Social Credit,ordinary,advanced,local,2
2011,Christchurch Central,Democrats for Social Credit,special,advanced,local,0
2011,Christchurch Central,Democrats for Social Credit,special,normal,local,0
2011,Christchurch Central,Democrats for Social Credit,special,advanced,overseas,1
2011,Christchurch Central,Green Party,ordinary,advanced,local,208
2011,Christchurch Central,Green Party,special,advanced,local,98
2011,Christchurch Central,Green Party,special,normal,local,632
2011,Christchurch Central,Green Party,special,advanced,overseas,106
2011,Christchurch Central,Labour Party,ordinary,advanced,local,460
2011,Christchurch Central,Labour Party,special,advanced,local,232
2011,Christchurch Central,Labour Party,special,normal,local,1116
2011,Christchurch Central,Labour Party,special,advanced,overseas,65
2011,Christchurch Central,Libertarianz,ordinary,advanced,local,0
2011,Christchurch Central,Libertarianz,special,advanced,local,1
2011,Christchurch Central,Libertarianz,special,normal,local,3
2011,Christchurch Central,Libertarianz,special,advanced,overseas,0
2011,Christchurch Central,Mana,ordinary,advanced,local,2
2011,Christchurch Central,Mana,special,advanced,local,6
2011,Christchurch Central,Mana,special,normal,local,19
2011,Christchurch Central,Mana,special,advanced,overseas,4
2011,Christchurch Central,Maori Party,ordinary,advanced,local,2
2011,Christchurch Central,Maori Party,special,advanced,local,2
2011,Christchurch Central,Maori Party,special,normal,local,28
2011,Christchurch Central,Maori Party,special,advanced,overseas,0
2011,Christchurch Central,National Party,ordinary,advanced,local,822
2011,Christchurch Central,National Party,special,advanced,local,264
2011,Christchurch Central,National Party,special,normal,local,1401
2011,Christchurch Central,National Party,special,advanced,overseas,146
2011,Christchurch Central,NZ First,ordinary,advanced,local,93
2011,Christchurch Central,NZ First,special,advanced,local,40
2011,Christchurch Central,NZ First,special,normal,local,117
2011,Christchurch Central,NZ First,special,advanced,overseas,5
2011,Christchurch Central,United Future,ordinary,advanced,local,13
2011,Christchurch Central,United Future,special,advanced,local,1
2011,Christchurch Central,United Future,special,normal,local,17
2011,Christchurch Central,United Future,special,advanced,overseas,4
2011,Christchurch East,ACT,ordinary,advanced,local,1
2011,Christchurch East,ACT,special,advanced,local,2
2011,Christchurch East,ACT,special,normal,local,10
2011,Christchurch East,ACT,special,advanced,overseas,1
2011,Christchurch East,Alliance,ordinary,advanced,local,1
2011,Christchurch East,Alliance,special,advanced,local,0
2011,Christchurch East,Alliance,special,normal,local,4
2011,Christchurch East,Alliance,special,advanced,overseas,0
2011,Christchurch East,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,0
2011,Christchurch East,Aotearoa Legalise Cannabis Party,special,advanced,local,2
2011,Christchurch East,Aotearoa Legalise Cannabis Party,special,normal,local,27
2011,Christchurch East,Aotearoa Legalise Cannabis Party,special,advanced,overseas,0
2011,Christchurch East,Conservative,ordinary,advanced,local,5
2011,Christchurch East,Conservative,special,advanced,local,10
2011,Christchurch East,Conservative,special,normal,local,41
2011,Christchurch East,Conservative,special,advanced,overseas,1
2011,Christchurch East,Democrats for Social Credit,ordinary,advanced,local,0
2011,Christchurch East,Democrats for Social Credit,special,advanced,local,0
2011,Christchurch East,Democrats for Social Credit,special,normal,local,2
2011,Christchurch East,Democrats for Social Credit,special,advanced,overseas,0
2011,Christchurch East,Green Party,ordinary,advanced,local,44
2011,Christchurch East,Green Party,special,advanced,local,51
2011,Christchurch East,Green Party,special,normal,local,343
2011,Christchurch East,Green Party,special,advanced,overseas,28
2011,Christchurch East,Labour Party,ordinary,advanced,local,98
2011,Christchurch East,Labour Party,special,advanced,local,164
2011,Christchurch East,Labour Party,special,normal,local,812
2011,Christchurch East,Labour Party,special,advanced,overseas,28
2011,Christchurch East,Libertarianz,ordinary,advanced,local,1
2011,Christchurch East,Libertarianz,special,advanced,local,0
2011,Christchurch East,Libertarianz,special,normal,local,0
2011,Christchurch East,Libertarianz,special,advanced,overseas,0
2011,Christchurch East,Mana,ordinary,advanced,local,1
2011,Christchurch East,Mana,special,advanced,local,3
2011,Christchurch East,Mana,special,normal,local,11
2011,Christchurch East,Mana,special,advanced,overseas,1
2011,Christchurch East,Maori Party,ordinary,advanced,local,1
2011,Christchurch East,Maori Party,special,advanced,local,1
2011,Christchurch East,Maori Party,special,normal,local,13
2011,Christchurch East,Maori Party,special,advanced,overseas,0
2011,Christchurch East,National Party,ordinary,advanced,local,207
2011,Christchurch East,National Party,special,advanced,local,208
2011,Christchurch East,National Party,special,normal,local,1086
2011,Christchurch East,National Party,special,advanced,overseas,82
2011,Christchurch East,NZ First,ordinary,advanced,local,13
2011,Christchurch East,NZ First,special,advanced,local,17
2011,Christchurch East,NZ First,special,normal,local,118
2011,Christchurch East,NZ First,special,advanced,overseas,3
2011,Christchurch East,United Future,ordinary,advanced,local,4
2011,Christchurch East,United Future,special,advanced,local,3
2011,Christchurch East,United Future,special,normal,local,18
2011,Christchurch East,United Future,special,advanced,overseas,0
2011,Clutha-Southland,ACT,ordinary,normal,local,477
2011,Clutha-Southland,ACT,ordinary,advanced,local,66
2011,Clutha-Southland,ACT,special,advanced,local,2
2011,Clutha-Southland,ACT,special,normal,local,29
2011,Clutha-Southland,ACT,special,advanced,overseas,9
2011,Clutha-Southland,Alliance,ordinary,normal,local,15
2011,Clutha-Southland,Alliance,ordinary,advanced,local,1
2011,Clutha-Southland,Alliance,special,advanced,local,0
2011,Clutha-Southland,Alliance,special,normal,local,1
2011,Clutha-Southland,Alliance,special,advanced,overseas,0
2011,Clutha-Southland,Aotearoa Legalise Cannabis Party,ordinary,normal,local,160
2011,Clutha-Southland,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,19
2011,Clutha-Southland,Aotearoa Legalise Cannabis Party,special,advanced,local,2
2011,Clutha-Southland,Aotearoa Legalise Cannabis Party,special,normal,local,28
2011,Clutha-Southland,Aotearoa Legalise Cannabis Party,special,advanced,overseas,1
2011,Clutha-Southland,Conservative,ordinary,normal,local,850
2011,Clutha-Southland,Conservative,ordinary,advanced,local,92
2011,Clutha-Southland,Conservative,special,advanced,local,9
2011,Clutha-Southland,Conservative,special,normal,local,38
2011,Clutha-Southland,Conservative,special,advanced,overseas,3
2011,Clutha-Southland,Democrats for Social Credit,ordinary,normal,local,59
2011,Clutha-Southland,Democrats for Social Credit,ordinary,advanced,local,10
2011,Clutha-Southland,Democrats for Social Credit,special,advanced,local,1
2011,Clutha-Southland,Democrats for Social Credit,special,normal,local,5
2011,Clutha-Southland,Democrats for Social Credit,special,advanced,overseas,0
2011,Clutha-Southland,Green Party,ordinary,normal,local,1978
2011,Clutha-Southland,Green Party,ordinary,advanced,local,445
2011,Clutha-Southland,Green Party,special,advanced,local,35
2011,Clutha-Southland,Green Party,special,normal,local,259
2011,Clutha-Southland,Green Party,special,advanced,overseas,34
2011,Clutha-Southland,Labour Party,ordinary,normal,local,4060
2011,Clutha-Southland,Labour Party,ordinary,advanced,local,643
2011,Clutha-Southland,Labour Party,special,advanced,local,68
2011,Clutha-Southland,Labour Party,special,normal,local,370
2011,Clutha-Southland,Labour Party,special,advanced,overseas,19
2011,Clutha-Southland,Libertarianz,ordinary,normal,local,20
2011,Clutha-Southland,Libertarianz,ordinary,advanced,local,3
2011,Clutha-Southland,Libertarianz,special,advanced,local,0
2011,Clutha-Southland,Libertarianz,special,normal,local,1
2011,Clutha-Southland,Libertarianz,special,advanced,overseas,0
2011,Clutha-Southland,Mana,ordinary,normal,local,38
2011,Clutha-Southland,Mana,ordinary,advanced,local,2
2011,Clutha-Southland,Mana,special,advanced,local,1
2011,Clutha-Southland,Mana,special,normal,local,7
2011,Clutha-Southland,Mana,special,advanced,overseas,0
2011,Clutha-Southland,Maori Party,ordinary,normal,local,102
2011,Clutha-Southland,Maori Party,ordinary,advanced,local,20
2011,Clutha-Southland,Maori Party,special,advanced,local,1
2011,Clutha-Southland,Maori Party,special,normal,local,11
2011,Clutha-Southland,Maori Party,special,advanced,overseas,2
2011,Clutha-Southland,National Party,ordinary,normal,local,15403
2011,Clutha-Southland,National Party,ordinary,advanced,local,3012
2011,Clutha-Southland,National Party,special,advanced,local,239
2011,Clutha-Southland,National Party,special,normal,local,1259
2011,Clutha-Southland,National Party,special,advanced,overseas,107
2011,Clutha-Southland,NZ First,ordinary,normal,local,1270
2011,Clutha-Southland,NZ First,ordinary,advanced,local,189
2011,Clutha-Southland,NZ First,special,advanced,local,20
2011,Clutha-Southland,NZ First,special,normal,local,75
2011,Clutha-Southland,NZ First,special,advanced,overseas,2
2011,Clutha-Southland,United Future,ordinary,normal,local,202
2011,Clutha-Southland,United Future,ordinary,advanced,local,33
2011,Clutha-Southland,United Future,special,advanced,local,2
2011,Clutha-Southland,United Future,special,normal,local,22
2011,Clutha-Southland,United Future,special,advanced,overseas,0
2011,Coromandel,ACT,ordinary,normal,local,374
2011,Coromandel,ACT,ordinary,advanced,local,53
2011,Coromandel,ACT,special,advanced,local,14
2011,Coromandel,ACT,special,normal,local,25
2011,Coromandel,ACT,special,advanced,overseas,7
2011,Coromandel,Alliance,ordinary,normal,local,3
2011,Coromandel,Alliance,ordinary,advanced,local,1
2011,Coromandel,Alliance,special,advanced,local,0
